Date,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH
11,1027,1029.4,1024.9,-0.6,6.9,-6,70,28,1012.7,1014.6,1009.6,12.2,20.5,5.2,66,36,1022.3,1024,1021.3,9.5,12.8,7.9,72,51,1016.5,1018.8,1013,18,24.3,13.6,74,42,1007,1008.3,1005.4,27.5,35.4,20.8,54,31,1003.8,1005.4,1001.2,27.1,31,22.2,63,39,1003.2,1004.5,1001,31.5,35.7,27.6,67,50,996.5,998.9,995.1,26,27.2,25,94,88,1009.8,1011.7,1007.2,26.6,31.6,22.1,69,50,1021,1022.7,1019.6,20.5,25,17.7,64,32,1017.8,1021.3,1013.3,13.7,16.5,12.3,89,73,1020,1022,1018.2,11.1,12.9,9.8,88,76
12,1035.7,1039,1029.4,-0.3,2.4,-2.7,62,41,1003.7,1009.6,996.9,17.5,26.3,11.6,66,35,1015.8,1022,1010,11.9,14,8.9,90,76,1012,1015.2,1008.3,18.7,24.6,14,80,51,1009.5,1013.3,1007.2,21.2,28.5,18.5,80,49,1002.1,1003.3,1001.1,24.1,27.3,23.1,75,57,1003.7,1007.9,1001.6,29.5,34.9,23.6,73,56,1002.5,1005.4,998.9,26.4,31.4,24,85,62,1011.2,1013.7,1008.5,23.6,27.2,22.4,80,66,1020,1021.7,1018.1,18.4,20.2,17,80,65,1020,1021.9,1016.7,14.6,18.8,9.4,85,75,1022.1,1024,1020.8,10.4,11.7,9.7,89,81
13,1036.5,1038.5,1033.9,-1.2,3.8,-4.5,57,27,1000.2,1009.8,997,17.1,22.3,8.9,66,49,1019.9,1025.7,1012.7,7.8,12.3,5.6,75,44,1004.5,1009.6,1001.3,17.8,19.6,15.5,93,78,1015.4,1017.4,1013.1,20,25.1,16.7,50,18,1003.9,1005.8,1002.3,25.2,31.8,20.8,75,45,1005.7,1006.9,1003.5,29.7,33.8,24,74,56,1005.7,1006.5,1004.9,28,32.3,24.1,77,54,1014.8,1016.4,1013.3,23.6,28,19.4,68,43,1019,1020.9,1017.3,18.8,22.2,16.3,79,56,1020.7,1022.3,1019.6,6.7,9.4,5.7,84,69,1022.9,1025.3,1019.8,8,9.9,7.3,87,80
14,1035.2,1037.6,1033.2,0.3,6.5,-4.1,66,31,1014.7,1016.6,1009.9,7.7,10.3,5,76,66,1026.8,1029.4,1023.7,6.1,11,0.6,44,20,1009.3,1011.2,1006.4,17.3,21.5,14.1,84,67,1014.6,1016.1,1013.2,20.2,25.3,15.3,45,19,1006.5,1007.9,1004.5,25.7,30.3,22.4,79,60,1002.9,1005.8,1000.5,30.8,35.6,28,70,51,1006.9,1008.3,1005.3,27.8,32.7,25.1,85,61,1012,1014.8,1009.2,24.6,27.7,22.2,72,59,1020.8,1022.9,1019.6,19.4,23.5,16.1,62,34,1022.9,1025.1,1021.6,7.6,10.7,5.6,75,62,1026.8,1029,1025.2,7.8,11.7,3.8,75,57
15,1034.7,1037.9,1030,-0.3,4.7,-4.6,66,37,1019,1024,1016,8,10.6,6.9,80,60,1019.2,1024,1014.3,10.7,17.6,4.8,56,33,1007.6,1009.9,1004.6,19.1,29.3,14,76,36,1010.6,1014.4,1006.8,23.5,29.3,18.7,49,33,1007.4,1008.7,1006,25.8,29.5,22.4,75,58,1002.9,1003.9,1002,30.3,34.3,27.1,71,53,1009.1,1010.2,1008.2,26.8,30.1,25.6,78,59,1011.7,1013.4,1010,23,24.8,21.5,79,73,1020.3,1022,1017.9,18.5,23.8,11.8,63,31,1025,1027,1022.5,7.8,10.3,5.9,74,56,1026.1,1029.2,1024,5.7,8.5,4.8,87,74
16,1027.9,1030.7,1025.1,3.4,11.4,-1.8,68,31,1027.5,1029.5,1023.5,4.8,6.9,3.1,74,60,1015.4,1017.9,1013.1,15.2,22.5,7.7,55,20,1011.7,1013.7,1008.4,12.1,16,11,78,68,1007.2,1009.1,1005.2,21.6,26.5,17.1,78,52,1008.8,1010.1,1007.3,26.5,31.8,22.8,71,51,1004,1005.4,1002.9,31.4,34.5,28.1,72,58,1010,1011.1,1008.6,27.7,31,23.9,81,68,1013.3,1014.3,1011.8,23,26.1,20.2,79,64,1014.3,1019.3,1009.9,20.1,23.8,15,61,48,1027.3,1028.7,1025.2,6.6,8.6,5.2,91,85,1029.6,1031.7,1028.2,5.3,8.2,3.3,68,46
17,1023.8,1027.2,1020.2,5.3,12,-1.2,74,45,1030.5,1032.8,1027.4,4.8,6.9,3.8,69,61,1011.1,1014.6,1007.5,17.8,24.4,11.3,57,35,1013.8,1015.1,1012.9,14.1,19.6,9.7,72,44,1012.1,1014.1,1009.1,19.4,24.3,16.4,73,54,1007.4,1009.2,1005.2,27.5,32.2,23.3,72,52,1003.2,1004.3,1001.8,32.2,36.9,28.6,67,41,1009.3,1011,1007.2,28.6,32.1,26.1,80,66,1011.6,1014.6,1009.6,22.8,23.6,20.2,92,82,1011.8,1014.1,1010.4,19.1,24.4,14.5,55,19,1031.1,1033.5,1028.5,3.5,6.2,2.3,80,70,1029,1030.2,1027.6,3.5,6.5,2.2,65,51
18,1020.4,1023.3,1017.9,8.1,13.1,4.3,70,39,1025.7,1029.3,1022.2,5.1,7.9,1.1,84,72,1008.1,1009.5,1006.6,18.7,23.4,15.7,62,48,1013.3,1014.9,1010.2,17.5,24.9,11.6,74,40,1012.7,1014.9,1009.7,21.5,26.9,15.4,49,23,1005.3,1007.1,1003.3,28.2,33.2,24.4,71,44,1003.1,1004.5,1001.6,31.1,34.5,28.3,65,51,1008.2,1009.4,1006.9,30.7,35.6,27.2,74,49,1011.7,1013.3,1010,22.5,25.7,20.4,85,65,1011.5,1013.2,1008.2,19.9,25.4,11.3,50,24,1031.7,1033.1,1029.5,3,6.1,-0.1,70,57,1032.2,1034.5,1029.2,1.5,3.9,-0.5,62,38
19,1024.1,1026.6,1020.7,4,8.8,-0.8,73,38,1016.9,1022.6,1012.5,7.4,9.1,5.7,93,85,1009.1,1015.4,1006.7,17,22.5,10.4,72,57,1007.3,1011.8,1000.3,18.5,22.7,16.2,85,71,1010.2,1011.6,1008.3,23,27.9,18.5,47,31,1003,1005.7,1000.3,27.8,32.1,24.9,72,56,1002.7,1003.8,1001.8,31.7,36.7,28.4,70,49,1008.3,1009.9,1006,31.1,36.4,27.4,73,46,1012,1013.6,1010,23.2,28.7,17.9,77,38,1013.3,1017.7,1009.7,19.1,23.2,16.7,55,30,1033.2,1034.6,1031.7,4,5,2.9,65,54,1034.3,1036.2,1031.6,-0.2,3.5,-3.1,54,34
20,1021,1023.3,1018.3,7.8,10.9,4.9,84,66,1023.2,1026.2,1017.3,5.6,8.8,3.2,71,45,1017.3,1019.7,1014.6,11.8,17.8,7.3,73,37,999.3,1006.9,994.7,18.8,20.4,16.9,84,67,1006.8,1010.8,1002,19.6,22.5,16.3,87,40,1000.4,1001.9,998.1,29.4,36.5,25.9,75,52,1004.2,1005.2,1003.2,33.7,38.1,30.1,63,36,1006.1,1007.6,1003.7,30.7,35.9,28.2,77,52,1010.8,1012,1008.9,25.1,30,21,66,45,1019,1020.9,1017.2,18.5,24.3,11.8,53,22,1032.7,1033.6,1031.8,4.7,5.4,4,87,63,1030.8,1032.9,1029.2,0.9,4.8,-1.9,54,29
21,1021.4,1023.8,1020.2,6.6,8.4,5,93,86,1018.9,1025.6,1011.8,7.2,12.1,2,64,50,1007.3,1016,1000.4,15.9,20.5,10.7,83,70,1009.5,1012.7,1006.8,18,24.1,13.3,66,35,1008.1,1012.3,1002.8,19,22.8,16.5,77,52,999.8,1002.1,997,29,35.7,25,82,54,1002.9,1004.8,999.9,32.6,36.7,28.1,64,47,1005.6,1006.7,1004.1,30.2,35.2,27,79,54,1011.8,1014.5,1009.7,21.5,24.1,20.2,90,69,1019.6,1021.3,1018,20.8,26.5,14.7,53,26,1031.3,1034,1027.9,6.5,11.4,3.2,75,47,1030.9,1032.8,1027.2,0.9,6.1,-2.8,55,26
22,1016.6,1020.5,1013.3,6.5,12.8,3.7,86,65,1010.2,1013.8,1007.5,9.2,10.6,8.2,93,66,1009.8,1019.1,1001.1,12.1,17.5,7.7,82,65,1013.8,1015.2,1012.7,18.3,22.7,15,61,46,1012.6,1014,1009.8,22.1,29.3,14.3,67,42,998.7,1000.8,996.9,28.2,31.9,25.9,84,66,1002.5,1003.8,1001.4,26.4,28.8,23.6,85,77,1006.4,1007.6,1005,29.6,34,27.2,81,64,1014.5,1015.5,1013.7,21.3,22.8,20.3,95,90,1018.7,1020.7,1016.7,21,25.9,15.4,60,33,1026.1,1028.2,1024.2,7.2,13.1,3.4,74,27,1022.6,1027.2,1019.3,4.8,12,0.5,62,34
23,1031,1036.1,1019,-1.2,6.9,-4.4,41,26,1016.6,1019.2,1013.7,6.5,8.2,5.8,85,70,1020.8,1022.6,1019.1,6.9,8.7,4.5,74,65,1014.3,1016.6,1011,19.1,23.7,16,38,30,1012.4,1014.1,1010.5,19.8,24.1,18.3,81,57,1002.2,1003.8,1000.8,26.3,30.5,23.2,70,38,999.6,1003.4,996.3,28,30.7,23.6,84,75,1008.7,1010.1,1007.3,29.2,33.9,26.7,80,57,1014.4,1015.4,1013.5,23.3,26.6,20.7,89,73,1017,1018.1,1015.5,19.9,25.4,15.4,75,31,1024.1,1026,1021.6,9,15.9,1.9,71,31,1020.8,1022.5,1019,6.5,13.2,0.4,74,43
24,1032.3,1036.7,1027.6,-3.6,0.3,-7.1,36,21,1013.3,1015.8,1008.7,7.8,10,6.3,91,82,1019.2,1021.9,1016,8.8,14.5,2.6,75,42,1009.8,1013.7,1007,16.5,17.9,15,89,40,1013.5,1015,1011.9,21.6,28.9,14,60,26,1004.2,1005.3,1002.8,27.3,32.1,24.1,53,32,998.7,1002.1,996.4,26.1,29.7,24.3,85,68,1011.1,1012.7,1010,28.1,30.5,26.1,69,57,1014.8,1016.3,1013.2,24.9,28.1,22.7,84,71,1016.2,1017.4,1015,19.1,25,14.7,79,43,1018.7,1022.1,1015.7,12.6,19.8,6.9,77,47,1017.8,1020.4,1015.2,10.1,13.8,7.9,81,64
25,1026.1,1029.1,1023.1,-0.3,5.9,-5.2,45,22,1019.5,1024,1011.4,6.4,7.9,5.8,83,69,1021.7,1025.1,1018.2,8.9,12.8,5.3,62,31,1016.3,1019.2,1010.4,15.2,19.2,11.9,66,42,1013.6,1014.6,1012.6,20.9,24.7,18.7,68,42,1004.6,1005.5,1003.6,28.7,34.9,23.6,60,33,1003.4,1005,1002.1,25.5,29.1,22.2,78,60,1009.8,1011.8,1007.6,28.7,32.5,24.9,67,50,1012.2,1014.5,1010.5,25.3,29.5,23.4,83,66,1016.5,1018.2,1015.1,19.6,25.3,14.8,81,47,1019.8,1022,1017.9,11.4,18,6.6,81,44,1020.5,1025.8,1016.9,6.9,9.6,2.2,73,50
26,1027,1029,1024.3,1.6,6.1,-2.5,51,18,1023.7,1025.6,1021.3,4.8,5.8,4.1,83,71,1019.3,1020.9,1016.9,11.6,17.5,6.4,63,33,1019.6,1021.3,1017.3,14.4,20,8.7,56,27,1013.8,1015.1,1012.6,20.9,25.3,18.5,68,46,1005.7,1007,1002.6,25.8,30.2,23,76,55,1004.7,1005.9,1003.3,25.8,29.9,22.3,77,55,1006.5,1009,1003.2,30.7,35.6,27,72,54,1013,1013.8,1011.6,23.9,27.8,21.5,84,69,1018,1019.4,1017.2,18.8,24.8,14.4,79,39,1020.1,1021.5,1017.7,13.4,20.7,7.8,78,47,1025.4,1027,1022.9,1.2,5.1,-2.5,64,43
27,1026.7,1028.8,1023.8,2,10.1,-4.4,62,19,1023.6,1025.2,1021.9,4.5,5.2,4,86,75,1020.6,1023.1,1018,9.8,13.1,8.2,75,62,1018.5,1019.8,1017.4,16.1,20.7,9.9,53,21,1013.2,1014.6,1011,21.5,27.3,15.2,63,36,1003.3,1005.3,1000.7,25.9,30,23.5,88,69,1003.6,1005.2,1002,25.7,27.7,24.2,82,75,1004.7,1005.8,1003.3,30,35.7,26,74,52,1012.2,1013.6,1010.8,24.1,27.7,22.2,82,63,1019.4,1020.5,1018.3,19,24,14.7,75,44,1021.6,1026,1019.1,12.7,16,10,89,72,1024.2,1026.5,1022.3,0.8,3.7,-0.8,78,68
28,1022.5,1024.8,1019.6,8,14.1,1.5,72,56,1025.7,1028.1,1024.2,5.7,8.1,3.5,74,66,1021.8,1023.3,1019.5,8.8,10.5,7.9,68,51,1019,1020.1,1017.4,18.6,24.7,13.3,44,24,1013.4,1014.6,1012.1,22.1,27.9,16.3,63,37,1001.1,1002.2,999.2,30,34.8,26.8,72,49,1000.1,1002.8,997.3,24.5,26.1,23.3,91,74,1007.8,1010.6,1005.5,28.1,31.8,26,76,58,1014.7,1016.5,1013.3,22.8,24.6,21.9,84,74,1019.4,1020.9,1017.9,21.6,25.1,19.5,70,49,1026.3,1028,1025.2,9.9,12,8.8,76,66,1024.4,1027.1,1021.3,0,4.2,-3.1,64,34
29,1018.6,1021.3,1016.7,8.2,9.8,7.3,94,74,,,,,,,,,1022.8,1024.7,1020.3,9.2,12.3,7.2,64,37,1019.9,1021.5,1018.7,19.1,23.9,14.7,37,18,1012.5,1014.9,1009.6,22.2,29.2,15.8,62,28,1001.6,1003.7,999.9,27.2,29.1,25,87,76,1005.9,1007.9,1002.7,24.9,28.1,22.5,82,67,1010.9,1012.2,1009.4,26.1,29.2,24.3,70,53,1016.6,1018,1015.6,22.9,25.2,21.5,81,66,1018.2,1019.6,1016.2,23.1,28,19.3,70,50,1027,1028.2,1025.7,7.1,8.8,6.4,83,74,1017.8,1021.3,1015,3.1,7.8,-1.4,61,38
30,1019.3,1022.2,1017.3,6.7,9.9,4.5,85,64,,,,,,,,,1024,1025.4,1021.9,10,15.1,4,72,46,1019,1020.8,1016.9,19.4,24.5,14.3,55,41,1009.2,1011.4,1006.8,24.7,29.7,19.6,46,30,1002.4,1004.2,1001,23.3,26.6,20.9,95,86,1006.6,1008,1004.5,24.6,26,23.9,89,83,1012.7,1014.4,1010.8,22.3,24.3,20.7,77,68,1016.6,1017.8,1015.7,22.1,24.3,21.6,93,84,1018.3,1019.9,1016.9,22.5,26.3,20.6,75,53,1027.6,1029.4,1026.2,5.5,7.7,4,74,62,1020.9,1024,1017,4.6,9.3,1.2,64,36
31,1024.3,1026.3,1021.8,5.4,10,2.2,76,55,,,,,,,,,1024.5,1027,1023.1,9.9,15.2,6.3,77,54,,,,,,,,,1006.9,1009.1,1004.3,25.3,31,20.3,48,16,,,,,,,,,1006.4,1007.8,1005.2,25.6,29,23.1,90,73,1014,1015.1,1013,21.5,23.3,19.7,89,78,,,,,,,,,1016.1,1019.1,1013,23.1,27.7,19.8,72,44,,,,,,,,,1026.7,1029.5,1024,0.6,4.9,-1.8,62,33
