Date,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH,Aver pres,High pres,Low pres,Aver temp,High temp,Low temp,Aver RH,Min RH
11,1027.3,1029.6,1025.7,1.7,4.4,0.5,86,69,1021.2,1028.6,1014.6,2.1,5.7,-0.1,85,75,1023.6,1027.3,1018.8,6.7,13.6,0.7,52,31,1011.1,1015.7,1005.8,11.2,11.8,10.6,92,84,1013,1014.5,1011.4,20.2,25.4,12.9,44,26,1008.9,1009.7,1007.5,22.1,25.5,20.1,78,63,1003,1005.9,1000.3,26.2,29.4,24.5,88,73,1004.8,1006.4,1003.3,31.5,36.3,26.6,70,50,1006.7,1009,1005.3,27,29.1,25.7,86,77,1012.8,1015,1011.6,21.5,23.3,20.7,78,69,1017.7,1019.5,1016.3,16.9,22.2,13,55,33,1019.2,1023.4,1013,9.3,12.6,6.2,61,42
12,1027.4,1030.7,1023.2,0.7,4,-2.5,56,36,1031.6,1033.9,1028.4,-1.2,1.8,-2.8,65,51,1016.9,1019.1,1015.2,13,21.7,7.3,56,27,1010.4,1016.7,1006.9,12.1,15.3,10.6,88,77,1014.9,1016.4,1013.5,20.4,25.1,12.9,43,26,1007.6,1009.3,1005.9,22.7,26.6,20.7,77,53,1005.9,1006.9,1005.1,25,25.9,24.3,94,90,1003.9,1005.4,1001.9,34.3,38.8,30.3,63,42,1011.1,1012.7,1009.1,24.4,26.1,23.9,90,85,1016.3,1018.4,1015,20.7,23,19.8,83,66,1021.3,1023.1,1019.5,14.1,20.5,7,46,17,1017.5,1021.6,1014,9.5,10.4,7.7,81,62
13,1031.7,1035.1,1024.5,-2.6,2.6,-5.2,48,29,1030.7,1033,1027.2,-0.3,3.2,-4.2,65,50,1020,1022.6,1017.9,9.9,15,7.6,78,62,1024.6,1028.2,1016.7,8.6,11.5,7,59,39,1015.3,1016.5,1014.2,18.4,21.1,17,62,31,1006.7,1008,1005,22.4,26.6,18.6,75,61,1005.5,1007.8,1003.6,25.6,27.5,23.9,91,85,1003,1004.4,1001.7,35.2,39,31.3,57,38,1011.9,1013.7,1011.1,24.8,27.4,23.2,81,64,1016.2,1017.9,1014.8,18.5,20.1,17.8,80,62,1021.5,1023.5,1019.8,17.3,23.3,13.6,63,38,1011.7,1016.8,1008.9,11.5,12.4,9.7,95,94
14,1029.2,1033.7,1024.5,0.6,8.2,-6.2,52,36,1024.9,1028.3,1022.8,1.9,3.7,0.1,91,64,1014.2,1020.5,1008.5,13.5,17.1,9.2,95,79,1027.7,1029.9,1024.3,6,9.2,3.9,65,51,1015.8,1017.1,1014.3,17,19.7,15.9,69,46,1005.4,1006.6,1003.8,23.6,26.5,20.4,79,69,1008.7,1009.7,1007.8,25,28.5,22.2,83,67,1003.2,1004.3,1002.2,34.5,38.1,31.3,60,43,1011.8,1014.6,1010.4,25.3,27.3,21.6,86,75,1016.6,1018.2,1015.1,17.4,18.5,16.9,80,70,1026,1029.2,1023.5,15.4,17.6,13.4,81,68,1023.6,1028.4,1016.6,7.1,10.2,5.3,81,71
15,1030.1,1034,1025.8,2.2,8.9,-2.5,74,40,1027.2,1030.1,1025,2.8,3.8,1.9,84,70,1017.1,1025.4,1009.8,9.7,15.7,7.6,76,38,1026.2,1028.2,1023.1,6.7,9.3,4.3,70,58,1014.2,1015.6,1012.6,19.6,23.2,16.5,70,57,1004.9,1005.9,1003.3,25,29.9,21,72,52,1007,1008.9,1005.1,25.7,28.4,24.2,89,75,1005.9,1009.2,1003.9,32.1,37.4,25,70,48,1011.6,1013,1009.9,26.2,31.2,23.2,79,57,1019.1,1020.9,1017.8,18.3,23.6,13,68,35,1030.7,1032.9,1029,10.4,13.3,8.6,69,48,1029,1031.7,1027,1.8,5.3,-1.7,60,48
16,1033.5,1035.1,1031.5,4.2,7.7,2,70,58,1031.8,1034.3,1029.5,1.3,4.1,-1.4,61,48,1026.6,1028.7,1024.9,8.6,13.4,2.4,47,29,1024.2,1026.2,1021.3,9.9,15.2,3.9,61,45,1013.9,1015.2,1012.4,21,23.6,19,76,63,1004.8,1006.4,1002.4,25.4,31,21.3,70,43,1006.7,1007.8,1005.4,26.6,27.8,25.4,84,78,1007.3,1009.2,1005.9,28.2,34.2,26,79,56,1011.5,1013,1010,25.7,29.5,22.1,75,52,1019.1,1020.5,1017.2,18.7,24.8,12.5,68,42,1026.3,1029.5,1023.6,10,11.7,6.7,71,59,1026.7,1030.9,1022.8,-0.6,1.8,-2.9,47,32
17,1031.6,1033.4,1029.2,5.1,11.8,0.2,77,51,1028.9,1032,1025.6,2.4,6.8,-1.6,65,30,1022.4,1025.9,1018,11,17.3,5.5,55,32,1022.7,1024.6,1020.7,13.2,20.9,7.5,59,22,1009.7,1013.6,1005.8,21.7,25.7,18.7,79,67,1001.9,1004.1,1000.2,26,30.8,23.3,78,62,1008.9,1009.7,1007.4,28.5,32.4,25.7,76,59,1008.3,1009.3,1006.4,28.7,33.3,25.4,80,62,1010.6,1011.9,1008.9,25.8,29.7,21.3,70,51,1020.7,1022.4,1019.6,20.7,25.5,15.7,72,28,1024.8,1026.7,1023.5,11.7,14.8,8.6,71,50,1020.9,1022.9,1018.9,1.7,7.5,-1.7,64,38
18,1027.3,1029.6,1024.9,8.6,15.2,2.2,76,53,1028.9,1031.2,1026.7,2.1,6.7,-0.5,65,24,1022.7,1025,1019.8,7.8,13.1,4.8,72,55,1018.1,1021.6,1014.5,16.5,21.9,12,80,60,1006.1,1007.5,1004.7,22.3,25,21,83,75,1000.7,1002.5,999.5,28.4,33,24.1,72,50,1009.4,1010.7,1007.2,29.7,35.6,26.7,72,51,1010.3,1011.6,1009,27.9,34.7,25.4,86,60,1009.7,1011.2,1007.4,27,32.1,21.7,68,42,1022,1023.4,1020.3,19.4,24.2,15.1,81,54,1023.2,1024.9,1021,12.8,17.7,6.9,64,41,1020.6,1023.1,1017.5,5.1,11.5,-0.7,69,37
19,1022.7,1026.2,1019,13.6,17.8,9.2,82,68,1024.8,1027.8,1021.8,4.6,10.5,-0.2,52,25,1011.6,1020.5,1003.8,15.3,25.5,7.2,63,38,1010.9,1015.7,1008.3,17.2,19.2,15.8,93,86,1008.2,1009.6,1006.9,22.5,26.6,19.3,77,49,1002.2,1003.6,1000.2,29.2,36,25.5,70,39,1008.6,1010.6,1006.2,29.8,34,26.8,70,46,1012.8,1014.3,1010.9,30.5,34.9,27,71,51,1009.1,1010.7,1007.6,28.3,32.2,23.7,78,58,1020.2,1021.8,1018.6,20.5,25.5,17.3,80,55,1018.9,1022,1016.3,13.2,17.9,9.1,75,46,1018.3,1019.4,1016.8,9.3,15.7,5.2,54,31
20,1017.6,1019.9,1015.5,15.6,19.7,13.4,79,61,1021.1,1023,1018.3,7.5,13.7,0.3,48,26,1006.8,1016.1,1001,18,22.2,14.4,45,23,1011.7,1012.9,1010.2,15,17.9,13.6,93,84,1010.2,1011.6,1008.6,22.6,25.8,21.2,73,49,1004.2,1006.9,1002.1,23.5,26.2,22.4,82,70,1006.5,1008.3,1004.2,29.8,33.2,26.6,74,58,1014.3,1015.8,1012.3,30.6,35.1,27.7,67,47,1009,1010.5,1008,29.4,33.5,26.3,73,55,1019.1,1020.4,1018,19.7,21.8,18.5,78,63,1016.4,1018.1,1014.2,13.5,19.5,7.1,81,33,1019.1,1021,1016.7,7.6,12.8,1.7,74,50
21,1028.3,1032.5,1019.8,2.9,14.5,1.4,73,58,1017.1,1019.5,1015,10.4,18.7,4.1,56,20,1019.4,1022.3,1016.2,10.6,14.7,6.4,43,21,1007.7,1013.3,1001.4,15.7,21,13.4,91,78,1009.2,1012.3,1005.2,21.8,25,20.4,82,71,1007,1008.3,1006.2,24.4,29.1,20.8,73,45,1007.8,1009.9,1006.6,30.1,36,26.5,70,50,1012.6,1014.7,1010.4,30.3,34.5,27.2,71,51,1009.8,1011,1008.2,30.6,34.8,27,66,44,1018.5,1019.8,1017.3,18.8,22.9,15.3,71,49,1012.5,1015.3,1010.1,14.7,17.9,12.1,79,61,1014.8,1017.3,1012.9,7.5,13.2,4.6,83,54
22,1033.3,1035,1031.8,1.4,3.9,-0.9,60,45,1015.7,1017.1,1014.1,12.1,18.8,5.4,75,45,1011.7,1017.5,1007.1,13.4,19.2,9,59,36,1014.1,1019.4,1005,12.3,15.3,10.7,86,75,999.8,1005.7,996.8,21,24.2,19.1,90,83,1006.2,1007.3,1004.9,25.1,28.3,22.1,72,52,1009.3,1010.4,1007.4,31.2,35.8,27.5,64,45,1010.6,1012.3,1008.7,30.3,34.3,27.4,72,50,1014.2,1018.9,1010.3,22.2,31.1,18.3,85,63,1017.3,1018.9,1016,19,24.1,14.3,80,60,1016.8,1020.7,1011.8,11.5,15.6,8.4,62,42,1016.7,1018,1015.5,7.5,16.5,2.2,72,31
23,1031.3,1033.9,1028.2,1.7,5.6,-0.1,57,32,1014.1,1016.5,1009.8,13.3,20,9.7,77,42,1015.2,1019.3,1010.5,8.7,14.4,7.1,87,68,1020.4,1022.4,1019,14.3,20.6,10,64,41,1000.7,1002.5,998.5,17.8,21.2,16,77,61,1006.4,1007.9,1004.6,26.4,32.1,22.3,73,42,1009.8,1011.1,1008.2,30.6,34.5,27.5,66,47,1009.9,1011,1008,31.6,36,27.9,67,46,1017.9,1019.6,1016.1,19,23.6,16.2,71,46,1014.1,1017.2,1011.2,18.6,20,17.7,90,75,1020.7,1021.7,1019.4,8.9,13.9,5.1,70,45,1019.8,1023.5,1017.8,8,18.5,1.5,73,21
24,1025,1029.7,1020.2,4.9,9.2,-0.3,64,48,1006.1,1011.4,1002.2,16.2,22.6,11.1,65,44,1017.9,1020.2,1016.1,6.7,7.2,6.1,87,73,1023.2,1025,1021.3,13.8,19.2,6.6,50,24,1003.4,1005.1,1001.6,23.2,29.9,16.9,61,32,1005.6,1007.1,1004.3,23.6,24.9,21.2,84,74,1009.8,1011,1008.3,29.3,33.2,26.6,68,53,1009.5,1011.3,1006.9,31.7,35.9,28,66,48,1016.1,1017.4,1014.5,21.5,25.4,16.1,64,41,1010.3,1012.3,1008.8,19.5,20.7,17.8,94,91,1021.4,1023.1,1019.6,10.6,16.7,4.9,73,37,1028.3,1031,1023.5,3.6,9.3,1.2,64,54
25,1028.1,1033.9,1021.5,5.1,9,1.6,65,34,1005.3,1009.6,1003.6,15.2,20,9.5,85,66,1022.6,1026.7,1019.3,8.2,14.2,4.8,69,34,1020.2,1022.4,1016.9,14.7,19.9,10.1,47,28,1008.1,1010.3,1003.9,23.8,30.6,18.6,54,27,1003.5,1005.3,1001.6,23.6,25.5,22.2,86,71,1010.5,1011.3,1009.6,29.1,33.2,26.7,68,52,1009,1010.2,1006.5,30.2,35,24.8,74,59,1015.5,1016.5,1014.2,21.5,24.8,19.7,74,51,1018.8,1025.2,1012.1,15.9,19.2,13.3,74,60,1024.2,1026.1,1022.1,10.6,15,6.8,65,36,1027.2,1029.6,1023.9,0.9,3.6,-0.8,55,34
26,1031.1,1034.2,1025.8,2.9,8.6,-2.4,74,38,1012.7,1015.2,1009.6,7.7,9.5,6.8,86,74,1027.5,1029.5,1024.3,7.4,13.1,1.8,55,25,1016.7,1018.7,1014.1,14.9,18,12.4,76,54,1011.5,1012.6,1010.3,22.8,27.8,17.2,56,34,1004.3,1007.4,1001.6,22.6,24.5,21.4,88,76,1010.1,1012.4,1008,27.7,32.4,25.2,73,56,1008.4,1010.5,1006.4,28.3,34.4,23.4,76,54,1015.8,1017.1,1014.8,18.8,21.3,17.8,92,76,1028.5,1030.9,1025.2,11.6,16,9.9,68,49,1022.8,1024.9,1019.9,9.2,15.5,3.2,65,26,1021.8,1024.2,1018.4,2.2,6.7,-1.1,54,36
27,1018.7,1026,1014.3,7.8,8.2,4.7,82,68,1014.4,1016.9,1011.8,7.9,9.1,6.5,86,79,1024.9,1027.3,1022,9.4,14,5.9,63,39,1014.8,1017.7,1012.2,16.4,20,13.4,39,21,1012.1,1013.3,1010.6,23,28.3,19.6,62,34,1006.9,1008,1004.9,23.5,25.3,21.5,91,79,1005.3,1009.1,1002.4,26.8,30.3,24.5,78,66,1008.4,1010.4,1006.2,26.4,31.4,22.9,85,68,1015.6,1016.8,1014.4,20.3,22.8,18.6,85,66,1029,1031.2,1026.9,11,14.2,8.9,68,53,1019.4,1022.9,1018,12.5,19.1,8.3,62,37,1017.1,1019.6,1014.1,5.8,11.8,-0.9,58,34
28,1021.3,1025,1017.1,6.8,10.4,4.7,81,53,1014.6,1018.7,1006.7,10.3,13.3,8.2,85,75,1025.2,1027.3,1023.6,10.7,17.2,4.1,65,30,1012.6,1019.5,1007.4,15.7,19.7,12.5,52,27,1011.8,1013.3,1009.7,19,21.5,18.2,88,64,1005.6,1007,1004.6,24.4,25.9,23.6,91,79,1002.4,1004.1,1000.4,28.3,32.9,24.2,73,52,1007.6,1009.6,1005.8,25.8,29.3,23.5,82,61,1017.8,1020.1,1016.1,21.2,24.1,19.6,74,60,1026.4,1027.9,1024.5,11,15.8,6.7,64,46,1024.1,1026.7,1022,11.9,15.4,9.5,66,54,1018.3,1022.4,1015,6.4,11.1,3.2,45,19
29,1024.9,1027.2,1022.3,6.3,11.8,1.3,80,48,,,,,,,,,1026.8,1029.2,1024.7,10.9,14.8,7.3,65,37,1017.7,1020.5,1014.3,14.8,21.3,7.8,47,21,1010,1011.3,1008.6,19.8,23.4,17.9,78,60,1005.8,1006.9,1004.6,25.3,27.8,24.1,93,85,1000.7,1002.4,998.7,30.4,36.1,26.6,70,44,1009.5,1010.8,1008.2,27.5,31.5,24.5,72,52,1020.3,1021.5,1018.9,17.8,20.2,15.1,80,69,1026.4,1028,1025,12.2,17.2,9.4,67,49,1021.6,1023.2,1019.3,13.9,19.7,9.2,78,51,1020.9,1023.6,1016.5,6.1,11.9,-1.5,58,26
30,1018.9,1023.3,1016.2,9.6,11.8,6.8,79,70,,,,,,,,,1022.2,1025.9,1018.2,11.8,14.1,9.9,72,54,1017.8,1019.3,1016.5,18,24.8,10.3,47,15,1009,1011.1,1006.5,20.9,26.9,14.4,67,34,1004.6,1006.2,1002.3,29.6,34.6,24.6,76,54,1001.9,1003.1,1000.7,30.8,36.3,26.5,67,45,1008.1,1009.8,1006.4,27.4,30.9,25,77,55,1019.9,1021.4,1018.4,20.4,24.6,17.8,68,43,1027,1028.5,1026,13.2,18.9,9.9,70,40,1019.1,1020.9,1017.3,13.8,16.6,11.1,81,70,1023.3,1026.5,1019.8,2.7,7.2,0.4,29,18
31,1018.4,1020.3,1017.1,8.3,10,7.6,92,83,,,,,,,,,1015.7,1019,1013.3,14.8,18.5,12.4,86,67,,,,,,,,,1010.4,1012.4,1008,20.8,25.3,17.4,67,44,,,,,,,,,1003.1,1004.3,1001.8,32.1,36.3,27.7,64,48,1006.5,1007.8,1005.5,26.9,30.7,24.7,89,73,,,,,,,,,1026.2,1027.6,1024.3,12,19,8,75,32,,,,,,,,,1025.9,1028.2,1024,-1.1,2.3,-3.6,28,17
